Date,Close
2015-01-02,0.0111
2015-01-05,0.011107
2015-01-06,0.011107
2015-01-07,0.01111
2015-01-08,0.011114
2015-01-09,0.011117
2015-01-12,0.011125
2015-01-13,0.011128
2015-01-14,0.011131
2015-01-15,0.011133
2015-01-16,0.011136
2015-01-19,0.011144
2015-01-20,0.011146
2015-01-21,0.011149
2015-01-22,0.011151
2015-01-23,0.011154
2015-01-26,0.011161
2015-01-27,0.011164
2015-01-28,0.011166
2015-01-29,0.011169
2015-01-30,0.011172
2015-02-02,0.011179
2015-02-03,0.011181
2015-02-04,0.011184
2015-02-05,0.011186
2015-02-06,0.011187
2015-02-09,0.011194
2015-02-10,0.011197
2015-02-11,0.011199
2015-02-12,0.011201
2015-02-13,0.011204
2015-02-16,0.011212
2015-02-17,0.011214
2015-02-18,0.011217
2015-02-19,0.011219
2015-02-20,0.011222
2015-02-23,0.01123
2015-02-24,0.011232
2015-02-25,0.011235
2015-02-26,0.011238
2015-02-27,0.01124
2015-03-02,0.011248
2015-03-03,0.01125
2015-03-04,0.011254
2015-03-05,0.011257
2015-03-06,0.011259
2015-03-09,0.011267
2015-03-10,0.011269
2015-03-11,0.011272
2015-03-12,0.011274
2015-03-13,0.011277
2015-03-16,0.011285
2015-03-17,0.011287
2015-03-18,0.011289
2015-03-19,0.011292
2015-03-20,0.011295
2015-03-23,0.011303
2015-03-24,0.011305
2015-03-25,0.011308
2015-03-26,0.01131
2015-03-27,0.011313
2015-03-30,0.011321
2015-03-31,0.011324
2015-04-01,0.011326
2015-04-02,0.011329
2015-04-03,0.011332
2015-04-06,0.01134
2015-04-07,0.011343
2015-04-08,0.011345
2015-04-09,0.011348
2015-04-10,0.011351
2015-04-13,0.011359
2015-04-14,0.011362
2015-04-15,0.011364
2015-04-16,0.011367
2015-04-17,0.011369
2015-04-20,0.011378
2015-04-21,0.01138
2015-04-22,0.011383
2015-04-24,0.011389
2015-04-27,0.011397
2015-04-28,0.0114
2015-04-29,0.011403
2015-04-30,0.011405
2015-05-04,0.011417
2015-05-05,0.01142
2015-05-06,0.011422
2015-05-07,0.011425
2015-05-08,0.011428
2015-05-11,0.011436
2015-05-12,0.011439
2015-05-13,0.011442
2015-05-14,0.011445
2015-05-15,0.011448
2015-05-18,0.011456
2015-05-20,0.011462
2015-05-21,0.011465
2015-05-22,0.011469
2015-05-25,0.011477
2015-05-26,0.01148
2015-05-27,0.011483
2015-05-28,0.011486
2015-05-29,0.011489
2015-06-01,0.011497
2015-06-02,0.0115
2015-06-03,0.011503
2015-06-04,0.011506
2015-06-05,0.011509
2015-06-08,0.011517
2015-06-09,0.01152
2015-06-10,0.011523
2015-06-11,0.011525
2015-06-12,0.011528
2015-06-15,0.011537
2015-06-16,0.01154
2015-06-17,0.011543
2015-06-18,0.011546
2015-06-19,0.011549
2015-06-22,0.011558
2015-06-23,0.011561
2015-06-24,0.011564
2015-06-25,0.011566
2015-06-26,0.011569
2015-06-29,0.011579
2015-06-30,0.011582
2015-07-01,0.011584
2015-07-02,0.011587
2015-07-03,0.01159
2015-07-06,0.011599
2015-07-07,0.011602
2015-07-08,0.011605
2015-07-09,0.011608
2015-07-10,0.011611
2015-07-13,0.011619
2015-07-14,0.011622
2015-07-15,0.011625
2015-07-16,0.011628
2015-07-20,0.011639
2015-07-21,0.011642
2015-07-22,0.011645
2015-07-23,0.011648
2015-07-24,0.011651
2015-07-27,0.011659
2015-07-28,0.011662
2015-07-29,0.011664
2015-07-30,0.011667
2015-07-31,0.01167
2015-08-03,0.011679
2015-08-04,0.011682
2015-08-05,0.011685
2015-08-06,0.011688
2015-08-07,0.011691
2015-08-10,0.0117
2015-08-11,0.011703
2015-08-12,0.011705
2015-08-13,0.011708
2015-08-14,0.011711
2015-08-17,0.01172
2015-08-18,0.011723
2015-08-19,0.011726
2015-08-20,0.011729
2015-08-21,0.011732
2015-08-24,0.011741
2015-08-25,0.011744
2015-08-26,0.011747
2015-08-27,0.01175
2015-08-28,0.011753
2015-08-31,0.011762
2015-09-01,0.011765
2015-09-02,0.011768
2015-09-03,0.01177
2015-09-04,0.011773
2015-09-07,0.011782
2015-09-08,0.011785
2015-09-09,0.011788
2015-09-10,0.011791
2015-09-11,0.011794
2015-09-14,0.011803
2015-09-15,0.011806
2015-09-16,0.011809
2015-09-17,0.011812
2015-09-18,0.011815
2015-09-21,0.011825
2015-09-22,0.011828
2015-09-23,0.011831
2015-09-28,0.011847
2015-09-29,0.01185
2015-09-30,0.011853
2015-10-01,0.011857
2015-10-02,0.01186
2015-10-05,0.01187
2015-10-06,0.011873
2015-10-07,0.011876
2015-10-08,0.011879
2015-10-09,0.011882
2015-10-12,0.011892
2015-10-13,0.011895
2015-10-14,0.011899
2015-10-15,0.011902
2015-10-16,0.011905
2015-10-19,0.011915
2015-10-20,0.011918
2015-10-21,0.011921
2015-10-22,0.011925
2015-10-23,0.011928
2015-10-26,0.011938
2015-10-27,0.011941
2015-10-28,0.011944
2015-10-30,0.011951
2015-11-02,0.011961
2015-11-03,0.011964
2015-11-04,0.011967
2015-11-05,0.01197
2015-11-06,0.011974
2015-11-09,0.011983
2015-11-10,0.011987
2015-11-11,0.01199
2015-11-12,0.011993
2015-11-13,0.011996
2015-11-16,0.012006
2015-11-17,0.012009
2015-11-18,0.012013
2015-11-19,0.012016
2015-11-20,0.012019
2015-11-23,0.012029
2015-11-24,0.012033
2015-11-25,0.012036
2015-11-26,0.012039
2015-11-27,0.012042
2015-11-30,0.012052
