Date,Close
2015-01-02,0.280659
2015-01-05,0.281083
2015-01-06,0.28417
2015-01-07,0.288533
2015-01-08,0.288845
2015-01-09,0.290788
2015-01-12,0.29358
2015-01-13,0.299615
2015-01-14,0.302463
2015-01-15,0.30244
2015-01-16,0.302256
2015-01-19,0.300585
2015-01-20,0.301798
2015-01-21,0.304973
2015-01-22,0.307771
2015-01-23,0.309614
2015-01-26,0.311319
2015-01-27,0.31456
2015-01-28,0.314129
2015-01-29,0.313587
2015-01-30,0.311684
2015-02-02,0.31181
2015-02-03,0.313266
2015-02-04,0.307825
2015-02-05,0.303452
2015-02-06,0.303707
2015-02-09,0.300093
2015-02-10,0.296052
2015-02-11,0.294863
2015-02-12,0.297077
2015-02-13,0.302359
2015-02-16,0.302739
2015-02-17,0.304164
2015-02-18,0.300766
2015-02-19,0.303247
2015-02-20,0.306705
2015-02-23,0.305208
2015-02-24,0.307972
2015-02-25,0.309616
2015-02-26,0.308206
2015-02-27,0.306813
2015-03-02,0.303532
2015-03-03,0.30267
2015-03-04,0.302764
2015-03-05,0.297293
2015-03-06,0.295328
2015-03-09,0.293483
2015-03-10,0.293502
2015-03-11,0.284248
2015-03-12,0.282752
2015-03-13,0.283375
2015-03-16,0.277506
2015-03-17,0.281252
2015-03-18,0.286868
2015-03-19,0.286933
2015-03-20,0.291879
2015-03-23,0.292544
2015-03-24,0.296102
2015-03-25,0.289863
2015-03-26,0.291958
2015-03-27,0.287254
2015-03-30,0.285155
2015-03-31,0.290348
2015-04-01,0.285484
2015-04-02,0.287664
2015-04-03,0.289093
2015-04-06,0.292985
2015-04-07,0.296301
2015-04-08,0.295138
2015-04-09,0.297882
2015-04-10,0.300892
2015-04-13,0.297513
2015-04-14,0.295501
2015-04-15,0.29531
2015-04-16,0.292403
2015-04-17,0.296167
2015-04-20,0.297001
2015-04-21,0.2974
2015-04-22,0.302289
2015-04-24,0.301294
2015-04-27,0.305507
2015-04-28,0.31057
2015-04-29,0.311446
2015-04-30,0.310244
2015-05-04,0.304227
2015-05-05,0.304385
2015-05-06,0.303349
2015-05-07,0.299771
2015-05-08,0.299017
2015-05-11,0.301896
2015-05-12,0.303032
2015-05-13,0.303158
2015-05-14,0.308713
2015-05-15,0.311865
2015-05-18,0.311186
2015-05-20,0.315408
2015-05-21,0.311959
2015-05-22,0.307598
2015-05-25,0.305658
2015-05-26,0.301153
2015-05-27,0.301708
2015-05-28,0.304105
2015-05-29,0.304266
2015-06-01,0.302075
2015-06-02,0.29268
2015-06-03,0.293748
2015-06-04,0.300064
2015-06-05,0.295939
2015-06-08,0.294906
2015-06-09,0.272783
2015-06-10,0.27491
2015-06-11,0.281101
2015-06-12,0.283828
2015-06-15,0.283029
2015-06-16,0.277453
2015-06-17,0.282186
2015-06-18,0.283721
2015-06-19,0.287161
2015-06-22,0.28952
2015-06-23,0.291586
2015-06-24,0.291626
2015-06-25,0.295002
2015-06-26,0.292575
2015-06-29,0.292903
2015-06-30,0.286516
2015-07-01,0.28752
2015-07-02,0.286192
2015-07-03,0.286514
2015-07-06,0.284922
2015-07-07,0.287814
2015-07-08,0.284917
2015-07-09,0.280142
2015-07-10,0.286032
2015-07-13,0.288103
2015-07-14,0.288765
2015-07-15,0.288132
2015-07-16,0.288017
2015-07-20,0.287632
2015-07-21,0.282425
2015-07-22,0.284026
2015-07-23,0.282254
2015-07-24,0.271769
2015-07-27,0.272749
2015-07-28,0.26767
2015-07-29,0.270091
2015-07-30,0.271833
2015-07-31,0.27294
2015-08-03,0.27824
2015-08-04,0.273719
2015-08-05,0.272893
2015-08-06,0.272412
2015-08-07,0.274727
2015-08-10,0.273412
2015-08-11,0.269588
2015-08-12,0.275316
2015-08-13,0.268977
2015-08-14,0.264137
2015-08-17,0.265334
2015-08-18,0.264003
2015-08-19,0.259846
2015-08-20,0.25767
2015-08-21,0.255028
