Date,Close
2015-01-02,0.011792
2015-01-05,0.011894
2015-01-06,0.011835
2015-01-07,0.011676
2015-01-08,0.011514
2015-01-09,0.011643
2015-01-12,0.011904
2015-01-13,0.011789
2015-01-14,0.011618
2015-01-15,0.01173
2015-01-16,0.011534
2015-01-19,0.011913
2015-01-20,0.012131
2015-01-21,0.012155
2015-01-22,0.012166
2015-01-23,0.012397
2015-01-26,0.012573
2015-01-27,0.012785
2015-01-28,0.012667
2015-01-29,0.012654
2015-01-30,0.012806
2015-02-02,0.012735
2015-02-03,0.012476
2015-02-04,0.012477
2015-02-05,0.012694
2015-02-06,0.012908
2015-02-09,0.012823
2015-02-10,0.013059
2015-02-11,0.01302
2015-02-12,0.013007
2015-02-13,0.012968
2015-02-16,0.013144
2015-02-17,0.013307
2015-02-18,0.013299
2015-02-19,0.013385
2015-02-20,0.013349
2015-02-23,0.013284
2015-02-24,0.01346
2015-02-25,0.013234
2015-02-26,0.013226
2015-02-27,0.013297
2015-03-02,0.013536
2015-03-03,0.013671
2015-03-04,0.01368
2015-03-05,0.013747
2015-03-06,0.013751
2015-03-09,0.013806
2015-03-10,0.013753
2015-03-11,0.013634
2015-03-12,0.013359
2015-03-13,0.013154
2015-03-16,0.013395
2015-03-17,0.013178
2015-03-18,0.013175
2015-03-19,0.013252
2015-03-20,0.013308
2015-03-23,0.013281
2015-03-24,0.013253
2015-03-25,0.013161
2015-03-26,0.013193
2015-03-27,0.013353
2015-03-30,0.01328
2015-03-31,0.013181
2015-04-01,0.013368
2015-04-02,0.013357
2015-04-03,0.013495
2015-04-06,0.013678
2015-04-07,0.01357
2015-04-08,0.013729
2015-04-09,0.013874
2015-04-10,0.014189
2015-04-13,0.014526
2015-04-14,0.014687
2015-04-15,0.014796
2015-04-16,0.014876
2015-04-17,0.015056
2015-04-20,0.0151
2015-04-21,0.014875
2015-04-22,0.014852
2015-04-24,0.01482
2015-04-27,0.015195
2015-04-28,0.015423
2015-04-29,0.015301
2015-04-30,0.015139
2015-05-04,0.015076
2015-05-05,0.015302
2015-05-06,0.015337
2015-05-07,0.015372
2015-05-08,0.015272
2015-05-11,0.015001
2015-05-12,0.015255
2015-05-13,0.01524
2015-05-14,0.014907
2015-05-15,0.014747
2015-05-18,0.01458
2015-05-20,0.01462
2015-05-21,0.014564
2015-05-22,0.014338
2015-05-25,0.014413
2015-05-26,0.014574
2015-05-27,0.014696
2015-05-28,0.014564
2015-05-29,0.014519
2015-06-01,0.014415
2015-06-02,0.014469
2015-06-03,0.014398
2015-06-04,0.014436
2015-06-05,0.014451
2015-06-08,0.014126
2015-06-09,0.014582
2015-06-10,0.01452
2015-06-11,0.014406
2015-06-12,0.014609
2015-06-15,0.01438
2015-06-16,0.014474
2015-06-17,0.014403
2015-06-18,0.014469
2015-06-19,0.014457
2015-06-22,0.014604
2015-06-23,0.014311
2015-06-24,0.01443
2015-06-25,0.01446
2015-06-26,0.014346
2015-06-29,0.014207
2015-06-30,0.014248
2015-07-01,0.014052
2015-07-02,0.014053
2015-07-03,0.014179
2015-07-06,0.01412
2015-07-07,0.014107
2015-07-08,0.013768
2015-07-09,0.01356
2015-07-10,0.01319
2015-07-13,0.013333
2015-07-14,0.013515
2015-07-15,0.013561
2015-07-16,0.013564
2015-07-20,0.013564
2015-07-21,0.013825
2015-07-22,0.01375
2015-07-23,0.013896
2015-07-24,0.013854
2015-07-27,0.013805
2015-07-28,0.013605
2015-07-29,0.013265
2015-07-30,0.013363
2015-07-31,0.013593
2015-08-03,0.013643
2015-08-04,0.013615
2015-08-05,0.013437
2015-08-06,0.013507
2015-08-07,0.013651
2015-08-10,0.013481
2015-08-11,0.013503
2015-08-12,0.013536
2015-08-13,0.013468
2015-08-14,0.013249
2015-08-17,0.013487
2015-08-18,0.013616
2015-08-19,0.013631
2015-08-20,0.013665
2015-08-21,0.013597
2015-08-24,0.013127
2015-08-25,0.012234
2015-08-26,0.012737
2015-08-27,0.012577
2015-08-28,0.012974
2015-08-31,0.013133
2015-09-01,0.013065
2015-09-02,0.012886
2015-09-03,0.012828
2015-09-04,0.012995
2015-09-07,0.012897
2015-09-08,0.012944
2015-09-09,0.013226
2015-09-10,0.013457
2015-09-11,0.013304
2015-09-14,0.013286
2015-09-15,0.013414
2015-09-16,0.013408
2015-09-17,0.013551
2015-09-18,0.013576
2015-09-21,0.013432
2015-09-22,0.013283
2015-09-23,0.013012
2015-09-28,0.01301
2015-09-29,0.012837
2015-09-30,0.012662
2015-10-01,0.012917
2015-10-02,0.012955
2015-10-05,0.01281
2015-10-06,0.013217
2015-10-07,0.013334
2015-10-08,0.013545
2015-10-09,0.013493
2015-10-12,0.013701
2015-10-13,0.013847
2015-10-14,0.013563
2015-10-15,0.013557
2015-10-16,0.01345
2015-10-19,0.013588
2015-10-20,0.013444
2015-10-21,0.01346
2015-10-22,0.013376
2015-10-23,0.013312
2015-10-26,0.013455
2015-10-27,0.013513
2015-10-28,0.013302
2015-10-30,0.013301
2015-11-02,0.013266
2015-11-03,0.012768
2015-11-04,0.013045
2015-11-05,0.013342
2015-11-06,0.013371
2015-11-09,0.013338
2015-11-10,0.013336
2015-11-11,0.013102
2015-11-12,0.013127
2015-11-13,0.012923
2015-11-16,0.012725
2015-11-17,0.012755
2015-11-18,0.012891
2015-11-19,0.012913
2015-11-20,0.012994
2015-11-23,0.013022
2015-11-24,0.013033
2015-11-25,0.01302
2015-11-26,0.013047
2015-11-27,0.013126
2015-11-30,0.013081
2015-12-01,0.012906
2015-12-02,0.012874
2015-12-03,0.01275
2015-12-04,0.012778
2015-12-07,0.012698
2015-12-08,0.012591
2015-12-09,0.012357
2015-12-10,0.012472
2015-12-11,0.01242
2015-12-14,0.01234
2015-12-15,0.012286
2015-12-16,0.012506
2015-12-17,0.012515
2015-12-18,0.012573
2015-12-21,0.012275
2015-12-22,0.012148
2015-12-23,0.01215
2015-12-24,0.012392
2015-12-25,0.012476
2015-12-28,0.012438
2015-12-29,0.012399
