Date,Close
2020-06-29,0.544218
2020-06-30,0.552711
2020-07-01,0.557926
2020-07-02,0.55297
2020-07-03,0.559992
2020-07-06,0.556571
2020-07-07,0.567608
2020-07-08,0.569929
2020-07-09,0.570064
2020-07-10,0.555917
2020-07-13,0.551439
2020-07-14,0.56855
2020-07-16,0.567234
2020-07-17,0.572821
2020-07-20,0.576515
2020-07-21,0.577333
2020-07-22,0.570125
2020-07-23,0.572909
2020-07-24,0.576471
2020-07-27,0.578353
2020-07-28,0.584044
2020-07-29,0.565242
2020-07-30,0.561758
2020-08-04,0.55636
2020-08-05,0.539011
2020-08-06,0.540258
2020-08-07,0.51665
2020-08-10,0.529305
2020-08-11,0.530457
2020-08-12,0.54119
2020-08-13,0.541746
2020-08-14,0.53296
2020-08-17,0.526014
2020-08-18,0.528322
2020-08-19,0.530283
2020-08-20,0.544853
2020-08-21,0.545912
2020-08-24,0.538787
2020-08-25,0.537854
2020-08-26,0.529412
2020-08-27,0.533681
2020-08-28,0.538597
2020-08-31,0.53556
2020-09-01,0.52802
2020-09-02,0.530286
2020-09-03,0.52875
2020-09-04,0.527578
2020-09-07,0.531232
2020-09-08,0.536507
2020-09-09,0.531613
2020-09-10,0.534081
2020-09-11,0.534519
2020-09-14,0.535363
2020-09-15,0.539128
2020-09-16,0.539446
2020-09-17,0.539625
2020-09-18,0.54217
2020-09-21,0.540843
2020-09-22,0.53068
2020-09-23,0.535802
2020-09-24,0.538642
2020-09-25,0.544235
2020-09-28,0.54644
2020-09-29,0.549369
2020-09-30,0.550026
2020-10-01,0.561762
2020-10-02,0.557055
2020-10-05,0.557012
2020-10-06,0.566041
2020-10-07,0.560674
2020-10-08,0.55934
2020-10-09,0.559557
2020-10-12,0.570534
2020-10-13,0.580459
2020-10-14,0.577645
2020-10-15,0.58452
2020-10-16,0.583686
2020-10-19,0.588447
2020-10-20,0.595659
2020-10-21,0.597752
2020-10-22,0.597873
2020-10-23,0.594275
2020-10-26,0.59109
2020-10-27,0.570151
2020-10-28,0.572141
2020-10-30,0.55907
2020-11-02,0.557257
2020-11-03,0.563925
2020-11-04,0.572264
2020-11-05,0.582494
2020-11-06,0.589155
2020-11-09,0.597812
2020-11-10,0.608954
2020-11-11,0.614684
2020-11-12,0.637583
2020-11-13,0.63588
2020-11-16,0.646128
2020-11-17,0.645382
2020-11-18,0.626309
2020-11-19,0.64695
2020-11-20,0.65772
2020-11-23,0.658255
2020-11-24,0.648766
2020-11-25,0.653133
2020-11-26,0.658584
2020-11-27,0.665875
2020-11-30,0.659449
2020-12-01,0.636425
2020-12-02,0.658211
2020-12-03,0.659059
2020-12-04,0.661495
2020-12-07,0.662058
2020-12-08,0.661936
2020-12-09,0.668459
2020-12-10,0.681326
2020-12-11,0.6849
2020-12-14,0.696735
2020-12-15,0.705311
2020-12-16,0.708318
2020-12-17,0.708854
2020-12-18,0.71185
2020-12-21,0.7161
2020-12-22,0.705368
2020-12-23,0.716896
2020-12-24,0.718438
2020-12-25,0.719869
2020-12-28,0.721334
2020-12-29,0.732207
2020-12-30,0.743258
2020-12-31,0.754367
2021-01-04,0.758296
2021-01-05,0.763586
2021-01-06,0.758884
2021-01-07,0.768834
2021-01-08,0.774861
2021-01-11,0.783847
2021-01-12,0.779867
2021-01-13,0.786378
2021-01-14,0.791413
2021-01-15,0.790952
2021-01-18,0.780672
2021-01-19,0.798391
2021-01-20,0.804233
2021-01-21,0.808626
2021-01-22,0.797819
2021-01-25,0.791384
2021-01-26,0.783255
2021-01-27,0.785018
2021-01-28,0.75122
2021-01-29,0.768682
2021-02-01,0.759331
2021-02-02,0.762815
2021-02-03,0.779592
2021-02-04,0.787879
2021-02-05,0.788023
2021-02-08,0.783498
2021-02-09,0.788168
2021-02-10,0.791615
2021-02-11,0.793223
2021-02-12,0.794649
2021-02-15,0.792278
2021-02-16,0.801163
2021-02-17,0.793362
2021-02-18,0.788595
2021-02-19,0.788494
2021-02-22,0.796525
2021-02-23,0.796689
2021-02-24,0.782858
2021-02-25,0.768764
2021-02-26,0.777933
2021-03-01,0.765692
2021-03-02,0.794891
2021-03-03,0.79573
2021-03-04,0.79954
2021-03-05,0.805096
2021-03-08,0.806668
2021-03-09,0.802308
2021-03-10,0.810263
2021-03-11,0.815217
2021-03-12,0.8115
2021-03-15,0.81306
2021-03-16,0.809523
2021-03-17,0.818433
2021-03-18,0.821379
2021-03-19,0.811907
2021-03-22,0.796721
2021-03-23,0.730538
2021-03-24,0.723687
2021-03-25,0.748374
2021-03-26,0.73882
2021-03-29,0.738945
2021-03-30,0.747721
2021-03-31,0.749177
2021-04-01,0.748718
2021-04-02,0.765829
2021-04-05,0.766556
2021-04-06,0.776749
2021-04-07,0.771662
2021-04-08,0.771273
2021-04-09,0.770837
2021-04-12,0.762
2021-04-13,0.752266
2021-04-14,0.755512
2021-04-15,0.771561
2021-04-16,0.773458
2021-04-19,0.772774
2021-04-20,0.761795
2021-04-21,0.754424
2021-04-22,0.737718
2021-04-26,0.742281
2021-04-27,0.756706
2021-04-28,0.764742
2021-04-29,0.762888
2021-04-30,0.769859
2021-05-03,0.772386
2021-05-04,0.786678
2021-05-05,0.791389
2021-05-06,0.789675
2021-05-07,0.800402
2021-05-10,0.804803
2021-05-11,0.8194
2021-05-12,0.812453
2021-05-17,0.81406
2021-05-18,0.813015
2021-05-20,0.816974
2021-05-21,0.811494
2021-05-24,0.812259
2021-05-25,0.812385
2021-05-26,0.784376
2021-05-27,0.794453
2021-05-28,0.789616
2021-05-31,0.791791
2021-06-01,0.791014
2021-06-02,0.793963
2021-06-03,0.793173
2021-06-04,0.795123
2021-06-07,0.796487
2021-06-08,0.802859
2021-06-09,0.804433
2021-06-10,0.802843
2021-06-11,0.804018
2021-06-14,0.80421
2021-06-15,0.802431
2021-06-16,0.799076
2021-06-17,0.791846
2021-06-18,0.790911
2021-06-21,0.781658
2021-06-22,0.786285
2021-06-23,0.793302
2021-06-24,0.787807
2021-06-25,0.791049
2021-06-28,0.782323
2021-06-29,0.774897
2021-06-30,0.773867
2021-07-01,0.767899
2021-07-02,0.773484
2021-07-05,0.778885
2021-07-06,0.786856
2021-07-07,0.783928
2021-07-08,0.789058
2021-07-09,0.780295
2021-07-12,0.78234
2021-07-13,0.773295
2021-07-14,0.767848
2021-07-16,0.774889
2021-07-19,0.773563
2021-07-26,0.764855
2021-07-27,0.765
2021-07-28,0.771669
2021-07-29,0.772419
2021-07-30,0.789549
2021-08-02,0.792385
2021-08-03,0.794184
2021-08-04,0.802597
2021-08-05,0.807496
2021-08-06,0.815494
2021-08-09,0.819483
2021-08-10,0.817904
2021-08-11,0.823821
2021-08-12,0.812264
2021-08-13,0.829778
2021-08-16,0.835547
2021-08-17,0.839533
2021-08-18,0.843886
2021-08-19,0.840208
2021-08-20,0.830278
2021-08-23,0.831156
2021-08-24,0.841644
2021-08-25,0.847224
2021-08-26,0.841405
2021-08-27,0.841916
2021-08-31,0.844784
2021-09-01,0.850742
2021-09-02,0.850969
2021-09-03,0.851776
2021-09-06,0.84541
2021-09-07,0.848304
2021-09-08,0.838945
2021-09-09,0.828084
2021-09-10,0.838805
2021-09-13,0.832256
2021-09-14,0.830497
2021-09-15,0.830385
2021-09-16,0.828574
2021-09-17,0.827224
2021-09-20,0.830889
2021-09-21,0.816536
2021-09-22,0.813909
2021-09-23,0.82692
2021-09-24,0.822857
2021-09-27,0.814796
2021-09-28,0.819209
2021-09-29,0.816172
2021-09-30,0.819973
2021-10-01,0.830823
2021-10-04,0.829608
2021-10-05,0.821815
2021-10-06,0.826565
2021-10-07,0.816392
2021-10-08,0.829398
2021-10-11,0.832489
2021-10-12,0.844079
2021-10-13,0.842564
2021-10-14,0.840282
2021-10-15,0.839639
2021-10-18,0.843196
2021-10-19,0.845977
2021-10-20,0.84946
2021-10-21,0.846458
2021-10-22,0.855958
2021-10-25,0.869347
2021-10-26,0.876513
2021-10-27,0.884356
2021-10-28,0.894016
2021-11-01,0.895683
2021-11-02,0.901641
2021-11-03,0.901093
2021-11-04,0.906566
2021-11-05,0.924064
2021-11-08,0.931063
2021-11-09,0.943548
2021-11-10,0.943228
2021-11-11,0.948803
2021-11-12,0.946005
2021-11-15,0.952757
2021-11-16,0.992771
2021-11-18,0.998066
2021-11-19,1.015374
2021-11-22,1.010535
2021-11-23,1.019131
2021-11-24,1.031605
2021-11-25,1.040736
2021-11-26,1.045274
2021-11-29,1.027579
2021-11-30,1.043301
2021-12-01,1.041515
2021-12-02,1.065051
2021-12-03,1.078786
2021-12-06,1.086277
2021-12-07,1.09204
2021-12-08,1.124697
2021-12-09,1.139506
2021-12-10,1.16157
2021-12-13,1.170574
2021-12-14,1.206652
2021-12-15,1.237902
2021-12-16,1.238531
2021-12-17,1.309137
2021-12-20,1.211417
2021-12-21,1.205038
2021-12-22,1.108729
2021-12-23,1.074687
2021-12-24,1.078097
2021-12-27,1.120341
2021-12-28,1.118245
2021-12-29,1.088821
2021-12-30,1.109673
2021-12-31,1.093251
2022-01-03,1.091815
2022-01-04,1.129825
2022-01-05,1.147138
2022-01-06,1.170945
2022-01-07,1.171802
2022-01-10,1.188375
2022-01-11,1.198123
2022-01-12,1.205692
2022-01-13,1.215197
2022-01-14,1.227186
2022-01-17,1.222923
2022-01-18,1.231308
2022-01-19,1.223835
2022-01-20,1.218462
2022-01-21,1.207939
2022-01-24,1.208843
2022-01-25,1.181895
2022-01-26,1.164668
2022-01-27,1.171888
2022-01-28,1.197026
2022-01-31,1.192942
2022-02-01,1.209202
2022-02-02,1.20965
2022-02-03,1.209797
